id	document	label
2219	친절하시고 맛은 말해 뭘해요!! 최고입니다	1
2220	알바생이 미리 챙겨줘서 아주 편하게 먹었습니다	1
2221	친절하고 고기도 맛있는집! 	1
2222	맛있는 소고기맛집, 육갑식당!!	1
2223	전투서빙 좋아요. 고기맛도 아주 굿. 다만 기름이 많이 튑니다	0
2224	육갑 맛있어요.	1
2225	사장님께서 친절히 대접해 주셔서 회식자하고 갑니다:)	1
2227	맛있고 서비스도 좋습니다	1
2228	와 진짜 인생 고깃집.... 존맛존맛 서비스도 최고!! ㅋㅋㅋㅋㅋ	1
2229	맛있어요 계란찜기본나옴 둘이서 육갑양념2 꽃살1 도시락1 먹음 배부름	1
2230	방배동 맛집이에요	1
2231	넘 맛있어요	1
2232	언제나  친철  맛도 굿   칭찬합니다!	1
2234	"모처럼 집밥다운 밥을 먹은 기분이었다 간장게장과 직원분이 발라주신 굴비를 먹고 있는데 서비스로 낚지볶음도 주셨다 도토리묵이 맛있어 여쭤보니 청송?에서 올라온 도토리가루에 통들깨를 넣어 직접 만드신다고 하셧다 솥밥에 간장게장과 낚지볶음을 비벼서 보리굴비를 먹고 있으니 빈 그릇이 된 반찬을 알아서 추가해주셨다  직원분들이 엄청 친절하셨다 결국 밥이 부족해 밥도 추가해 더 먹었다 나중에 부모님이랑 한번 더 ..."	1
2235	강남에서  한정식 최고라는~~   명선헌 오늘  오감으로 체험한 날^_^~   역시 최고의 맛집 정성을 온몸으로 대접 받고 왔네요	1
2236	맛잇어요	1
2237	"리뷰없고 사진없는 이런 식당은 복불복인데 아버지 친구가 알려줘서 예약하고 부모님들 모시고 갔다가 욕먹었다. 올테면 오고 갈테면 가라 마인드에 종업원들이 퉁명스럽고 직원들 태도에 문제 있음. 코로나 시국에 이런 식당은 오랜만이라 오래 기억에 남을 것 같다 깍듯한 호텔 서비스에 익숙한 젊은 사람들은 가지 마시길. 돈 아까워"	0
2238	우선 전 생고기 구운고기 안가리고 다 좋아해요!!인서울에서 이만한 투툼 쫄깃 식감과 퀄리티면에서는 제가 모르는곳들 감안해서 다섯 손가락 안에 든다고 자부합니다!! 육사시미 시키면 제공되는 초밥이랑 일인당 주시는 국물도 너무 좋아요^^단골님 중에는저 찹쌀생주 안드셔 보신 분들 있으심 갠적으로 함 드셔보시길 추천요:) 용량대비 가성비 좋음! 12돈가 그러긴 하지만요..ㅎㅎ	1
2239	맛잇어요!!!!! 정말정말 친절하세요	1
2240	가성비 좋아요 	1
2241	출장왓다가 맛집이라고해서 갔는데 역시 맛있네용	1
2242	"비싸고등심은질기고맛없어요술값이저렴한거말고는별로에요"	0
2243	친절하시고 맛도좋고 만족스럽네요^^	1
2287	코스 추천 합니다. 뭉티기 고기의 맛부터 구이까지...게다가 술값은 소주, 맥주 포함 병당 2,000원 완전 탱큐 입니다. 시원한 국물까지 최곱니다~	1
2293	맛있지요 뭉티기~~!
2294	굿	1
2295	"점심으로 먹기좋아요 든든하고 알차요"	1
2296	좋아요-!!!	1
2297	뭉티기 여기서 처음 먹어봤는데 육사시미와는 또 다른 맛이 있네요! 월욜에 먹었는데 넘 생각나서 목욜에 또 왔어요. 저는 코스메뉴가 골고루 맛보고 짱인 거 같아요~~	1
2298	"가격도저렴하고 넘 든든하고 맛있어요밑반찬도 매번 바뀌어서 갈때마다 질리지 않는곳"	1
2299	맛있어요	1
2300	"반찬 맛있고 가격 무난고기양 괜찮음"	1
2301	좋아요	1
2302	맛있는데 비싸요	0
2303	육회비빔밥 맛있어요	1
2304	좋습니다.	1
2305	고깃집인지 모르고 들어갔고,, 모르고 갔기에.. 가격보고 조금 후덜덜 했으나 고기가 너무 맛있고 육회랑 서비스도 너무 좋앗어요!! 완전 추천 ㅎ	1
2306	육회비빔밥 너무 맛있어요. 자주들러야겠어요.	1
2307	좋습니다	1
2308	고기가 신선하고 입에서 살살녹아요. 맛있어요.	1
2309	2층도 생겨서 웨이팅도 없이 넓게 먹을수 있어서 좋아요 존맛탱	1
2344	친구랑 둘이서 갔는데 가격대비 맛도 좋고 가성비로 좋은것같아요~ 	1
2345	회가 싱싱하고 맛있어요! 반찬도 다양하고 싹싹 다 맛있게 비웠네요^^ 사장님도 친절하셔서 좋아요~~~~	1
2350	육수가 많지 않아 비벼먹는 물회네요ㅎ 간이 무지 셌어요~	0
2381	회덮밥은 맛잇는데 알밥은 간이 너무 약해서 아쉬워요 알밥 간 좀 맞춰주시면 좋을거같아요	0
2389	자연산 회 맛 좋음. 쫄깃함. 너무 작게 썬감이 있음. 다 좋은데 가격이 좀 비쌈. 4인기준 술까지 20만원 예산.	0
2390	맛있떠용	1
2391	활어회 그득 푸짐한 회덮밥 먹으러 갔다가 날이 더워 급 땡긴 물회. 얼음 가득 물회. 밥과 함께 말아 얌냠~~~	1
2392	신선한회에 가지런한 밑반찬까지~대접받는느낌에 맛있게먹었습니다	1
2393	점심은 회덮밥으로~	1
2394	보리굴비정식 2인 주문 ㅎㅎ 맛있었음. 아빠랑 나랑 모두 만족 호박잎도 나오고 주꾸미 고기 등등 근데 주꾸미는 물렁거림, 친절하심 근데 서울사랑상품권 된다고 써있는데 안된다고하심. 양재동 한정식 중 맛있더라 나중에 점심에 또 올 예정 먹을 음식이 너무 많아요~! 예약해서 룸같은 룸아닌듯한 왜냐면 타인의소리가 다 들림… 좋았어요	1
2395	"어버이날 기념으로 부모님과 같이갔었는데 너무 맛있게 식사하고 왔어요 ㅜㅜ 아버지가 지방에서 오셔서 예약시간보다 많이 늦으셨는데 눈치주시지도 않으셨고 음식은 바로나오니 천천히 주문하라며 친절하게 응대해주셨어요^^ 음식도 진짜 정갈하고 하나하나 너무 맛있어요 ㅜㅜ 특히 강된장이랑 머위쌈은 한번더 리필해먹은게 함정 ㅎㅎ 보리굴비도 적당한 짠맛에 비리지않아 먹기 좋았어요~ 가격도 이정도면 적당한거 같고..."	1
2396	여기 진짜 보리굴비도 맛있고 그 외에 낚지볶음 불고기 전 등등 맛 없는 거 없습니다 웬만한 한정식집 이상으로 맛있어요 가성비 아니고 그냥 정말 맛있어요 가까우면 자주 갈듯 ㅠㅠ 	1
2397	가성비가 좋아서 종종가는데.. 간이 너무 세고 짜고 단 음식들이 주를 이룹니다. 신선하고 정갈한 음식들이 나오면 좋을텐데.. 특히 간장게장은 오늘 나오면 안되는 음식이 나왔을 정도로 신선하지 않았습니다.	0
2398	맛있음 서울사랑상품권 안됨	0
2399	점심에 중요한 손님 모시고 갔는데 너무 만족스러워 하셔서 제 기분까지 좋았습니다. 주차도 편하고 음식도 다 맛있고 특별한 분 모실 때 최고입니다.	1
2400	서빙 직원들이 많이 변경된 것 같은 데, 옛날보다는 응대가 느린. 편임	1
2401	"한정식 먹고 싶을 때 딱이네요정갈하고 괜찮아요. 다만 삼합에 나오는 홍어가 너무 짰습니다"	0
2402	보리굴비 굿입니다	1
2403	아버지 모시고 식사 맛있게했어요~~어른들 모시고 가기 좋은거 같아요	1
2404	맛있어요 또갈듯	1
2405	"이사가고 처음 방문인데, 좀 작아진 것 같긴한데,여전히 맛있고, 친절하시네요"	1
2406	"손님  대접하기에 훌륭한 식당이지만, 뒤에 손님있다고 나가달라니요?  귀한손님 대접한다고 신경써달라고 예약멘트까지 남겼는데, 12시에 예약&식사를 시작했는데, 30분 만에 나가라고 하는 식당이 어딨습니까? 이 식당은 손님 한명 더 받으려는 욕심에 서비스의 질을 떨어뜨리네요."	0
2407	몇년만에 다시 방문했는데  매장도 깔끔하고 음식도 맛있어요🙂 테이블 셋팅도 깔끔하게 잘 해주시고  친철하게 응대해주셔서 좋았어요	1
2408	한정식의 정수를 보여주는 곳 !!! 정말 맛있습니다^^	1
2409	좋은음식감사드립니다 	1
2410	이전하고 처음 방문했는데 새 매장도 깔끔하고 룸이 있어 편하게 식사했어요	1
2411	양재역 손님 대접하기 가성비 제일 좋은 곳	1
2412	"다시는 안 가는 집이 되었습니다. 종종 모임할 때 집 근처라 가던 식당인데 이번에도 중요한 자리가 있어 룸 예약했습니다. 예약하고 가보니 문쪽에 있는 파티션 조금 있는 자리 주더라고요 ㅋㅋ 사람들이랑 조용히 얘기하려고 룸 잡는건데 아예 파티션도 반투명이라 지나가는 사람도 다 보입니다. 사람 뒤에서 계속 들락거리는 소리 다 들리고 얼굴도 다 보이는 자리 주고 이게 룸이라고 하면 사실상 사기가 아닌지?  사장인지 모르..."	0
2413	"보리굴비 , 반찬 맛있어요 부모님이 좋아하세요다만 양이 너무 많아서 양을 줄이고 가격을 조금만 내리면 좋을듯 해요"	0
2414	맛도 서비스도 정말 최고입니다!!!! 서초구 맛집!!!	1
2416	깔끔한 구성이 돋보입니다.	1
2417	맛있어요	1
2418	굿굿	1
2419	룸이 조용하고 서비스는 좋았는데 된장국은  짜고 시래기는 쫄아서 또 짜고 젓갈은 오래되었는데 신맛이 났어요 아쉽습니다	0
2420	뭐.. 말이 필요 없습니다. 더욱 깔끔해 졌어요. 	1
2424	"별 반개도 아깝네요 진짜  음식 기다리는데 잊어버리셨으면 사과부터해야지 나오는중이라고 거짓말하고 30분 넘게 기다리게하고 차라리 사실대로 얘기했음 그냥 나가기라도 했지 30분이나 지체 시켜서 내시간 까먹은거 어떻게 하실거냐고 물으니 대답은 더 가관 ~ 저보고 뭐 어떻게하라구요? 이게 손님한테 할말인지 참나 가서 기분만 잡치고 나왔네요 돈만 아깝네"	0
2426	보리굴비 정말 맛있어요!	1
2427	"손님모시고 식사하기 좋은 장소이고식사도 맛있었습니다."	1
2431	"공사이전하고 처음 방문인데 깔끔하긴 했는데..예약자라고 주문음식이 정해져 있다해서 당황했고..바빠서인지..후식은 먹지도 못했습니다.음식맛은 괜찮았습니다."	0
2433	보리굴비가 덜짰으면 좋겠어요 ㅠ	0
2434	"자주 가는 곳이지만 코로나로 한동안 못 갔는데 간만에 방문했습니다. 항상 즐겨먹는 보리굴비는 역시 맛이 일품이었고 보리굴비 한상과 같이 주문한 된장찌개 또한 환상이네요~ 봄철이라 신경쓰셨는지 푸릇푸릇 신선한 냉이가 바지락과 푸짐하게 들어있어  된장찌개  맛을 더 업  시켜주었어요~~ 친절한 서비스에 봄철 입맛 살리는 곳도 예촌이네요 ~ 잘 먹었습니다"	1
2435	좋아요	1
2436	"신가예촌 간장게장 포장해서 어른집에 가서 먹었습니다. 어머니가 이렇게 맛있는 게장 처음 이래요.신가예촌 땡큐...  대박 나세요..."	1
2437	맛난 코스 항상 잘 먹고 갑니다.	1
2438	항상 좋은 음식 감사드립니다 	1
2440	어버이 날이나 가족식사 하기 좋은 곳! 보리굴지 좋아하는 분도 추천이고요 특히 여기서 주는 떡이 맛있습니다!!	1
2441	대접하기 위해 찾은 곳인데 모두들 만족하는 맛이었어요..사진을 찍는것을 잊고 이것저것 맛보는 재미에 못찍은게 아쉽네요..재방문 하려 합니다..굿!	1
2442	두마리중 한마리는 물에 불어 썩은게 나옴.	0
2443	친절하시고 맛있었어요. 32000원에 보리굴비정식 가성비좋네요!!	1
2444	보리굴비 처음 먹어봤는데 첫입엔 윙스러워서 이걸 어쩌지싶었는데 먹을수록 꼬순맛을 알겠더라구요. 다른 반찬들도 맛있고 푸짐해서 많이 남길수밖에 없어 속상했어요. 배가 하나라	1
2445	음식 정갈하고 맛나게 멋었습니다  처음 방문했는데 좋았습니다 전화상담도 친절히 받아주셔서 매우 감사했습니다 담에 가족과 방문하겠습니다  번창하세요	1
2446	"친절한 서비스감동적인  맛분위기  좋은곳"	1
2447	가족들이 편안하게 맛있게 잘 먹고 왔습니다	1
2448	"보리굴비  너무  잘  먹었습니다.영광에서 보다 더  ,맛  나요."	1
2449	그냥 평범해요..	1
2450	"맛있게 잘 먹었습니다.사무실 앞이라 종종 이용합니다^^"	1
2451	저는 별로였어요	0
2452	"산책하다가 발견한 집인데, 들렀습니다  보리굴비도 맛있고 간장게장도 맛있습니다  반찬들도 정말 정갈하고 신경쓴 느낌이 듭니다  사람은 많지만 식사하기 좋게 조용합니다  서빙하시는 분들도 매우 친절하고 음식을 서빙하는 것에 그치지 않고 거슬리지 않는 선에서 세심합니다"	1
2453	"보리굴비 맛있어요반찬이 많아요"	1
2454	"상다리 휘어지는 밥상은 바로 여기 였네요!!! 반찬 하나하나 맛있고, 이모님들도 너무 친절하시고. 메뉴도 조화롭게 추천해주시기까지!!!! 위생적으로 반찬 덜어먹는 젓가락 따로 준비해주셔서,  배려심까지 느껴져 만족스러운 식사 했습니다.! 메인인 보리굴비에 녹차물까지, ❤️ 완벽 그자체! 좋은 모임시간 갖을수 있게 해주셔서 감사합니다^^"	1
2455	정갈하고 깨끗한 맛.양재쪽에서 제일 나은듯	1
2465	"개인적으로 양이 좀 적다고 느꼈습니다. 짜게 먹는 편인데 맛을 만족스러운 편이었구요. "	0
2466	맛있어요	1
2467	"개인적으로  보리굴비  질겨서  별로 안좋아 하는데 ..  여긴 엄청  부드러워요 ~솔직히   명선헌 보리굴비 보다   훨~씬  맛나요 !   문 닫으면  안돼요! 제발^^"	1
2468	잘 먹고 갑니다 ~	1
2469	"정말 제대로된 집밥 먹었어요...정말 잘 먹었습니다."	1
2470	맛있어요 접대용으로 푸짐!	1
2471	맛있습니다. 가족 모두 잘 먹고 옵니다	1
2472	보리굴비 맛있어요	1
2473	"보리굴비 너무 맛 나요...담에 또 올께오... 신랑이랑넘 친절해요...박 조장님"	1
2474	게장, 보리굴비 맛있고,, 아주 친절했습니다,,,	1
2475	자주 가는데 서비스 수준이 항상 아쉽습니다. 보리굴비 맛집임은 인정하지만 대체로 요리의 질이 들쭉날쭉하네요.	0
2476	맛과 분위기, 친절함 모두 좋았습니다	1
2477	보리굴비정식에 나오는 보리굴비, 쭈꾸미, 강된장이 별미예요. 전반적으로 정갈한 편이지만 밑반찬이나 식사메뉴는 so so..	1
2478	푸짐하고 맛있어요	1
2479	매우 친철하고 맛있음	1
2480	잘 먹었습니다.	1
2481	음식 다 맛있어요. 간장게장도 굿.	1
2484	음식 제공 시 조금 텀을 주셨으면 좋겠습니다. 한꺼번에 한상 차려지니 너무 허겁지겁 먹은거 같아 아쉬웠어요>.<;; 그래도 조카랑 같이 간다고 사전에 예약하고, 전화 드려 부탁 드렸었는데요, 조용한 룸으로 안내해 주셔서 감사드립니다. 다음에 또 예약하고 방문하겠습니다. ^^	0
2485	맛있어요	1
2486	"음식 언제나 맛있고요.직원분 넘 친절하셨어요.다만 룸 에어컨이 ....좀 마니 더웠네요."	1
2487	쫀득한 밥을 녹차냉수에 말아먹으니 환상이었습니다. 숯불에 구운 소고기맛도 일품!	1
2488	항상 좋은 서비스에 만족합니다 감사합니다
2489	룸으로 배정받았는데~ 좁지만 그래도 좋았어요^^ 직원분들이 너무나 친절하시구요 음식도 빠르게 잘 나왔네요! 약간 아쉬운점은 처음부터 돌솥밥이 같이 나왔으면 더 좋을거같아여^^	1
2490	"전체적으로 깔끔한 맛이 좋았답니다 밥도 아주 좋았구묘 간장게장 안먹고 왔으면 크게 후회할뻔했을듯요 재방문은 당연한것이겠죠 잘먹었읍니다"	1
2491	간간하게 드시는 분이시라면 매우 맛있을 듯합니다. 다음엔 간장게장 먹으러 올게요. 	1
2492	"보리굴비와 돌솥밥이 아주 맛있네요 반찬또한 정갈하고 깔끔한맛이었습니다다시 가서 다른 음식들도 먹어보고싶네요"	1
2493	맛있었어요	1
2510	"가족들과 정식 맛있게먹었습니다 밥과 반찬 오래같은 맛을 유지하셔서 좋아요다만 서빙속도가 빨라서 좀 급하게 먹게됩니다 "	0
2511	맛있게 잘 먹었습니다.	1
2512	친절하고정갈있는음식이네요	1
2514	"음식의 맛은 좋았습니다. 다만, 들어가는 순간 하는둥마는둥의 인사부터, 2층 방 구분은 숫자가 아닌데 손님은 알 수 없는 숫자로의 방안내(방 이름으로 되어있음), 방을 물어도 건성으로 하는 대답, 물이 없어 요청했더니, 없는데 보지도않고 거기있잖아요 라는 짜증스러운 응대, 최악인건 식사를 마치지않았는데 후식을 가져다주고 그릇만 먼저치우겠다는... 그래서 그냥 식사를 채 마무리하지 못하고 일어났습니다. 여러가지면에..."	0
2515	무난한 맛이었다고 생각합니다~	1
2516	맛있게 잘 먹었어요! 가족 모임 하기 최고인듯	1
2526	42000원인데 간장게장 반마리나오는건 좀 그랬어요. 가격대비 아쉬웠네요	0
2527	잘 다녀왔습니다	1
2528	음식과 서비스 최고입니다! 친절도 최고입니다!	1
2529	맛있습니다.	1
2530	"모처럼 예촌에서 지인들과 저녁시간을 함께 했다. 음식맛은 굳이 평하지 않더라도 정갈하고 깔끔하며 재료의 맛이 살아있는 그런 맛이다. 식사후인근에서 맥주한잔 하고 집에가다가 지인중에 한분이 보청기를 예촌에 두고 왔다는 것이었다. 일단 다시 예촌을 가보니  종업원분들이 하루를 정리하는  중이었다. 종업원 한 분과 테이블 주변을 수색하고 쓰레기통으로 향하던 중 설거지하시던 분이 ""왜 그러냐""고 하시더니 ""아, 그렇지..."	0
2531	"단골 맛집에 중요한 손님을 모시고 갔는데 반응이 좋았고 응대도 친절했어요 된장과 보리굴비 돌솥밥 너무 맛있었다고 엄지척을 해서 흐뭇했습니다 보리굴비 먹기좋게 발라서 나오는건 첨이라고 다음에도 오고싶다고 하시더라구요 덕분에 즐건 식사하고 왔답니다 "	1
2532	서초동 최고의 밥상입니다.	1
2533	음식 맛있어요. 모임에 적극 추천합니다. 	1
2534	맛있게 잘 먹었습니다 :) 보리굴비도 불고기도 다 맛이 좋더라구요 	1
2535	"음식도 맛있고 친절하셔서 더욱 만족했어요갈때마다 실망하지 않는 기분좋은 집이에요"	1
2536	신가 예촌은 보리굴비 한상이 짱이죠!	1
2537	친절하셨어요 	1
2538	별관 2층에서 보리굴비 정식에 꼬막무침 추가해서 먹었어용....전체적으로 강하지 않는 부드러운 맛이 일품..특히 꼬막무침은 더욱....	1
2539	정갈하고ㅈ맛있었어요	1
2540	깔끔한 집밥같은 한식이어서 늘 만족합니다	1
2541	맛있고 깔끔했습니다 :)	1
2542	8명 예약 방문 진행했고 마지막에 후식으로 나온 떡만 기억에 남아요. 그만큼 다른 음식들은 깔끔한 한정식 느낌이었습니다. 전반적으로 서비스나 친절도 좋았습니다.	1
2543	항상맛있죠	1
2544	"넓은 주차장 (아고 아까워)과 깔금한 실내(화장실도 깔끔) 정갈한 셋팅과 입안 가득 배어 나는 보리굴비의 향... 거기다 한잔의 음료... 직원끼리 한끼 식사는 굿~~~ 그런데 약간 아쉬운 점이 있었는데, 다시한번 가보고 다음에..."	1
2545	"영광에 거주중인 직장인입니다. 업무차 서울갈일이 있어서 갔다가 보리굴비 잘한다는 한정식집이 있다길래 들러서 식사했습니다. 영광에서 먹는거보다 낫네요~ 맛있었어요ㅎ 다음에 또 일보러 올라가게되면 들러야겠어요~"	1
2546	"거래처분들 세분과 저까지 총 네명이서 다녀왔는데~ 일단 주차 너무 편리하고,음식도 맛있었어요...특히 돌솥밥+녹차물에 보리굴비 나오는 반찬들 시래기,된장 모두 너무 만족만족이구요 가족모임이나 귀하신분들 접대하기 좋은 장소에요~~강추합니다...담에 또 방문할께요.. 참!후식으로 나오는 모싯잎떡도 맛나네요...전반적으로 모두 만족합니다"	1
2554	맛 좋고 메뉴 구성 훌륭하고 직원 친절하고 주차장 넓습니다. 다만 홀에 음식 냄새가 납니다.	0
2558	언제가도 항상 맛있고 친절해서 좋습니다. 굿입니다^^. 특히 밥맛이 기가막히게 좋네요.	1
2559	너무 맛잇엇어요 또갈께요	1
2560	약수밥이 너무 맛있어요 :)!	1
2561	좋아요	1
2562	"사장님께서 매우 친절 하셔서 기분도 좋아지네요음식도 깔끔 맛있어요..다음엔 어머님 모시고 방문 해야겠어요..^^"	1
2563	음식이 정갈합니다.	1
2564	친절한 설명에  맛난 음식 너무 잘 먹었어요	1
2565	"일행들과 점심 먹고왔습니다~음식도 정갈하여 맛있고 분위기도 괜찮네요ㅎ다음에 또 가고싶네요!"	1
2566	예전보다 반찬의 수나 맛이 좀 덜해진거 같네요 ㅠㅠ 아쉬워용	0
2567	"역시 보리굴비는 따라올 집이 없네요 반찬도 정갈하고 맛있었어요직원분들도 친절하네요"	1
2568	"저번에 갔을때 가격대비 너무 괜찮아서 또 간거였는데 너무 별로였어요. 반찬 몇 개에서 약간 상한듯한 맛도 났었고, 게장도 너무 안 싱싱하고 비렸어요. 그러다가 같이 간 사람들 대부분 배탈나고, 토도 하고 그랬어요. 그날따라 이상했던건지 뭔지는 모르겠네요. 시댁 시어머니 생신이어서 일부러 추천해서 간거였는데 죄송했네요."	0
2569	음식이 정갈하고 서비스가 좋았습니다.	1
2570	두번째 방문이에요~ 반찬도 푸짐하고 너무 맛있었어요. 근데 지난번에는 음식이 다 바로바로 나왔는데 이번에는 돌솥밥을 제일 늦게 가져다주셔서 밥없이 반찬만 먼저 계속 먹어야했네요. 그거빼곤 만족했어요~!	0
2571	너무 맛있게 잘 먹었습니다!!! 가격대비 너무 풍성하게 주세요~~	1
2572	가족과 추석맞이 식사할겸 오랜만에 방문했어요~~ 매번 전화로 예약하다 이번에 처음으로 네이버 예약해 봤는데 편하더라고요~~ 다음에 또 예약하고 방문하겠습니다~^^	1
2573	음식도 맛있고 친절해서 편안한시간 이었지만 보리굴비 5인분을 5인이 먹기에는 양이 많았어요. 5인 일 경우는 1인분 정도 돌솥밥 하나만 시켜도 넉넉할 듯 하네요. 음식이 너무 남아서 아까웠어요.	1
2574	맛이 보통수준입니다.  양도 적었어요	0
2575	보리굴비정식을 먹었는데 모든 찬들이 하나하나 다 맛있어서 잘먹었습니다 가족들이 모두 만족했어요	1
2576	"예술된장찌개, 예술 보리굴비, 간장게장노란색약수돌솥밥~ 최고였습니다담에 또 갈 것 같에요~~"	1
2577	보리굴비 정식 시켰는데 반찬 종류도 정말 많고 맛도 좋고 온가족이 만족했어요. 부모님 생신이셔서 케익도 가져갔는데 냉장보관도 해주시고 따로 앞접시에 세팅까지 해주시더라구요. 너무 친절하셔서 감동받았어요. 곧 재방문 하려구요!	1
2578	언제나 깔끔한 정식이 맛있어요	1
2579	맛있어요 ㅂ수짐하고	1
2580	너무 맛있고 만족만족 대만족	1
2581	음식정갈친절하고짜지않아요	1
2582	짜지않은 보리굴비 얌전하게 찢어주셔서 밥 말아먹기 정말 좋았고 윤기흐르는 밥에 우거지와함께 어느새 누룽지까지 다 먹었네요~	1
2583	분위기 좋고 음식 깔끔하고 맛있었습니다. 가족 모임, 손님접대 등에 좋은 음식점이었어요.	1
2584	"예전에 갔던 기억으로 친구들과 함께 할 점심에 예약을 했었다. 손님이 많이 붐비는걸 보니 뭔가 있겠다 싶었는데... 역시 바쁜중에도 직원들이 미소를 잃지 않고 친절하고 서빙은 신속했다. 우리 입맛에 딱 맞는 정갈한 음식에 모두들 선택을 잘했다고 칭찬(?)이었다. 다음에 또 가고 싶은 곳...ㅎㅎ"	1
2585	최고입니다~	1
2586	두번째방문입니다. 너무 맛있어요	1
2587	"보리굴비 너무 잘 먹었습니다가족모임하기 좋네요"	1
2588	음식도 맛나고 가격도 좋아요. 모임에 좋은 장소입니다.	1
2589	테이블 응대 직원들은 보편적으로 만족스러웠으나, 카운터 관리 종업원들의 무뚝뚝하고 사무적인 표전과 말투,시선은 문제가 있어보인ㄷㅏ.	0
2590	맛있었어요~	1
2591	"맛있고 정갈하고 찬절했습미국에서 오신 손님이 흡족해하셨어요"	1
2592	3번째방문인데 맛있어요!!!	1
2593	점심만좋다생각했는데 병어회무침과 갑오징어회 추가 하니 완전푸짐	1
2594	"손님대접하기에 좋은식당입니다.음식도 깔끔하고 정갈해요."	1
2595	굴비정식 2인분에 굴비 1마리,, 개장정식도 2인분에 개1마리 ~ 가격대비 가성비가 약함	0
2596	음식이 다 맛있었어요. 다만 점심 시간이 조금 지난 후에 가서 모든 음식이 한꺼번에 나와서 정신없이 먹어서 아쉬웠어요...	1
2597	"보리굴비정식이 맛있었어요늘 깔끔하고 친절하게 대해주셔서 감사합니다"	1
2598	분위기, 맛, 정취 모두 굳~~	1
2599	매번 맛있게 먹고 있습니다^^	1
2600	맛있어요 서비스도 좋아요	1
2601	"보리굴비를 좋아해서 여러 곳을 다녀봤지만 이곳처럼 먹기 좋게 발라진 상태로 나오는 것을 보고 대접 받는 기분이여서 너무 좋았습니다.직원들도 친절하시고 설명도 잘 해주고 정말 맛있었습니다. 감사합니다."	1
2602	보리굴비 정식을 먹었는데요, 반찬도 많이 나오고 하나같이 다 맛있었어요. 모시고 간 장인장모님들도 너무 맛있다고 좋아하셨어요	1
2603	"괜찮았습니다 친절합니다환기가 안되는것이 안타깝습니다"	0
2604	근처 직장인 점심(미팅후 거래처와)이나 어른들 모시고 식사하시에 좋아요 음식도 토속적이고 맛있습니다	1
2605	"어머님 생신이라 가족들과 함께 오랜만에 방문했네요 아버님 좋아하시는 보리굴비를 항상 먹기좋게 발라 서빙해줘서 애들도 편하게 먹을수 있었습니다 밥비벼먹을수 있는 장이 3가지 종류가 나오는데 전보다 간이 조금 덜해서 짜지않아 좋았구요, 전반적으로 식당음식이 짠편인데 여기는 모든 음식이 심심하게 나와 진정한 건강식을 맛볼수 있습니다 가족모임이나 특별한 날, 제대로 된 한식으로 한끼 하는것도 좋을거 같습니다 ..."	1
2606	확인연락도 미리 한번주시고 감사합니다	1
2607	잘먹었습니다	1
2608	"어르신 모시고 갈때 2층이 계단인걸 확인하지 못해서 당황했어요.음식은 잘 잡수셔서 감사하게 먹었습니다."	1
2609	서비스도 좋고 디저트도 맛있었는데 찌개류가 너무 짰어요ㅠㅠ	0
2610	가족 모임이나 단체 회식하기 좋은 곳입니다.푸짐한 한식 한상차림이 먹을만합니다.	1
2611	"별관으로 소개받어갔는데ㅠ이미 반찬이 샛팅되어있는데 건조한모습이 ㅠㅠ 별루였어요 하지먼 보리굴비는 맛있었어요"	0
2612	별관에는 보리굴비만 있어요 정식드실분은 본관으로 가셔야 해요	1
2613	"맛있는집임엔 틀림없고 손님들이 많아 정신없고ᆢㅠ"	1
2614	살이 조금 퍽퍽해요 ㅠㅠ 그래도 맛있게 잘 먹었습니다	1
2615	뚝배기 닭도리탕 👍🏻 맛있어요!	1
2616	"9천원짜리 오리탕을 방문포장 했는데 포장값이라면서 만원 받고 공기밥도 안주네요.  배민에서 시키면 공기밥 포함 만원인데 이러면 그냥 배민으로 시켜먹어야겠네요.  근데 탕 안에서 나온 이 고추는 뭐죠? 누가 고추를 이렇게 넣나요? 보통은 썰어넣지 않나요? 합리적 의심이 드는 모양으로 생겼네요..  다시는 갈 일 없을 것임."	0
2617	"등산하고 갔는데 최고였어요! 물티슈랑 맥주잔 냉장보관 해두셔서 완전 시원했어요 센스~~ :)오리탕 닭도리탕 다 맛있었습니다! 가성비짱!사장님도 친절하세요 :)"	1
2618	맛있어요	1
2619	좀 불친절하네요.	0
2620	"삼겹살 질 좋고 너무 맛있고무엇보다 김치 무슨일 입니까...지금까지 가본 식당들 중에 압도적 김치 1위!!!"	1
2622	맛은 있는데 서비스가 진짜.... 너무 느리고 불친절합니다..	0
2624	좋아요 좋아요 좋아요	1
2625	맛있어요 정신 없는거 빼곤 굿	1
2626	굿	1
2627	반찬도 맛있고 양도 많고 사장님도 디따 친절함	1
2628	"늘 갈때마다 배터지게 먹어요~메인이며 반찬이며 최고입니다!!!!!!"	1
2629	맛있어요	1
2630	"유명 인별그램 보고 갔더니..나랑 다른 걸 먹은 건가~?분명 똑같이 주문했겄만..!!광고였다면…내가 속은거고 광고 아니었다면… 미각이 가히 의심스럽네요…닭볶음탕 양은 아주 많습니다!!감자양이!!!"	0
2631	오랜만에 오네요ㅎㅎ맛집	1
2632	불친절해요	0
2633	점심에 먹다가 맛있어서 집가서 먹으려구 포장했어용	1
2634	맛은 있는데 위생에 신경을 좀 써주세요. 특유의 청소 안된 식당 냄새가 나요	0
